,date,Oriental,Tanger-Tétouan-Al Hoceima,Fès-Meknès,Beni Mellal-Khénifra,Rabat-Salé-Kénitra,Casablanca-Settat,Marrakech-Safi,Draa-Tafilalet,Souss-Massa,Guelmim-Oued Noun,Laayoune-Sakia-El-Hamra,Dakhla-Oued Ed-Dahab
27,2016-04-01,123001.70565515764,116713.59873716335,103780.3746196865,75903.76097445849,118288.20544571539,180932.18501141187,115921.13556486035,67426.71482012681,81395.30180353858,34142.12156816444,107878.91291962547,76391.8710747106
28,2016-05-01,135603.6373455367,118543.58398062144,104970.70916840527,72347.79914631331,113275.46093349071,163714.72206899791,108192.8258453037,82033.86535727339,82117.35252805638,36227.95329701987,106540.8892047285,85641.27402481603
29,2016-06-01,137739.40111699412,129904.23254979424,116030.22070767774,75626.13130249766,124261.45184473121,179784.1513927178,118479.87892209363,69396.6777652402,68814.87679271348,25936.56890743134,69345.42960964233,41765.8966918467
30,2016-07-01,102070.01125606845,116888.71242381325,98808.11951916401,68072.29800379806,108103.78059910478,145067.31728759262,108382.11478568218,50055.41225519097,58980.40750354804,21837.55053999709,59133.71786654069,40670.57710803514
31,2016-08-01,112372.90289169311,120584.90200111287,98484.32930687853,62548.081740235546,105450.20300620323,161610.46419926442,102978.39051206084,34606.0414221324,59292.33637382122,14838.880052447574,28588.961251447618,12996.068519388466
32,2016-09-01,114244.48375595805,113263.36439031422,97988.71312825302,64360.707891786406,106228.42404607507,155889.37954241823,103896.4534473013,47944.68378917828,57008.76826409064,20877.7757472557,59355.06079586969,41857.908012153086
33,2016-10-01,129366.46521066863,117102.21982808976,108680.77010486122,70910.63876935242,105674.7981471708,158189.3113458982,116920.80474117072,55056.29521991378,70664.45244732354,24538.81688239359,66217.31847823197,53007.59283602798
34,2016-11-01,150602.2695747261,121293.18424460877,110493.96541415957,74144.89349159179,115583.77989827319,168437.75084682318,117664.40725305791,72096.0487327765,84841.45575851448,35022.790830974496,91809.58821922773,58231.710567208895
35,2016-12-01,128250.01715066563,111608.77007667643,96666.44796094619,63200.595088831134,107807.14960172823,167104.54709218154,113363.37140524297,55275.13300387786,72640.89928527498,28532.250117238113,51217.95713920619,13909.988755198365
36,2017-01-01,177570.87733385252,129995.5103146634,119337.80496283594,81918.68699672958,119694.4851129961,177875.54134011272,132630.6030588588,108213.25921969573,101988.50004349457,50538.51607967257,124921.32870853279,72419.86210889318
37,2017-02-01,184412.7127012089,124427.07341716136,131115.03720503647,90485.16982832023,116505.0148785321,193832.72594336103,140237.5001665614,129923.86206907623,110397.10549016311,59982.44802453726,173054.8269423955,127542.97864825148
38,2017-03-01,185441.8263156279,127924.71743586604,132565.39439114876,92682.25861521465,128631.64955020531,190313.91377928306,142973.72880533172,129817.3300378223,113702.07896019866,60593.22414395482,171241.67344373814,141753.2122742418
39,2017-04-01,175804.97199970335,128287.17794679721,132785.14201862123,90053.67401399245,123812.25222698577,184191.51784154514,144345.79125058345,124806.1557383875,114140.51471179353,63826.005235557954,200274.11664294903,164026.59206742395
40,2017-05-01,191298.73679855347,137570.14279391814,149740.92988181257,103095.59837560188,138678.1623743985,194053.618188809,155556.81059865784,153328.24751693473,116139.27676401111,69779.46954928256,211128.46784001723,180351.22721327294
41,2017-06-01,185872.01939075015,147458.0364237872,152650.16797657128,102557.07883981388,140884.44244143693,183802.26830686515,162551.80245312714,142634.968643739,129563.81073466902,68919.14742281057,206207.56815870802,157543.57733067038
42,2017-07-01,175854.52350391744,150349.66933414032,132040.19572111886,89789.44706277823,134514.15662963764,182342.20869987685,141463.78980437925,111707.75004016049,106315.07793202256,52032.21422285067,145515.88342876954,114233.34565124236
43,2017-08-01,161849.6866963062,139306.24855796568,127493.92056506802,89406.26909983646,127682.94351337192,180459.46727690997,141269.5442165619,113618.74961269808,107656.48781368266,60750.715924848366,168528.49026649172,138567.39595040507
44,2017-09-01,185307.83168480732,143820.57374758233,145975.16663167227,98477.89076303104,133112.19459765696,183912.3667276145,148887.2426164453,132065.3572512202,119371.22691703594,68844.82415076284,218522.5901129715,178865.73394167292
45,2017-10-01,227724.89519683487,152187.18771299103,168187.0545130126,112095.26419105414,145142.65477460882,202406.1850813473,174250.47661574458,182901.8659800591,151951.9574527059,90403.62523294176,280392.14254490647,238237.43970057284
46,2017-11-01,210265.94625651985,151258.94973442474,163163.53941731388,108312.13215808595,146621.21370115413,210985.92038343253,166457.0171229495,168110.3959768674,134766.26130923018,82202.84501928996,234891.41413900588,164171.88071175272
47,2017-12-01,191224.3600574467,147360.36666958538,147545.73249387753,100460.61674721308,143804.50052392343,203774.20567594082,150535.01714213582,142466.52579140267,127676.62830666157,70780.68785183257,185699.47371562448,124447.90888399414
48,2018-01-01,187455.15889938833,141359.89530735931,131545.1039968978,93674.1988971811,123929.31740654648,175648.72751930024,138539.8496008092,143830.5228450247,116376.84977065833,62725.27505547137,177880.31495493947,113646.33637272587
49,2018-02-01,173398.67733854885,148131.80446397566,137099.60037819648,92852.57260874461,135012.12380940828,199118.4371113022,142310.0518265034,119388.17883054697,109455.98053889441,58959.8010125546,162057.20270964163,121985.14523937022
50,2018-03-01,178897.8607515474,124977.75991761127,121999.89070746109,88624.18485972803,126857.61538984957,186216.92116263066,144882.52233825374,130220.12989592656,120097.4384348571,65996.01820630915,196176.10539486582,161785.2942696034
51,2018-04-01,174418.04316890615,133631.14665263824,126946.30645841986,92196.0707960047,126376.14732186274,183018.4691161795,133556.45737029248,130656.18784974271,119737.54353780721,71474.92490664951,211089.72231905223,165056.09578700183
52,2018-05-01,192981.83379230645,151144.99470988385,140460.79321597918,95622.82861038986,137425.68835455418,203056.1833797709,146177.84912091974,138618.5592840673,115487.70137591563,67292.74786608576,199850.44350163252,154442.17974756347
53,2018-06-01,193306.45141501634,157349.5553315823,145510.78078950808,97697.49720787114,145915.91085866143,198542.14800705723,156707.49350578288,132672.28615134206,123021.17923143519,68110.15923847599,199253.1129182792,152621.18322496538
54,2018-07-01,190285.1326545478,152613.61316210093,143321.59991327667,96781.1498103693,136407.3998980522,184448.1832343884,150577.7776969028,131550.01533602012,119045.32778937096,70305.40170106337,203969.26892564917,158565.48363980895
55,2018-08-01,162710.74840958434,149906.91433449063,130555.17692023457,88225.08821163418,126064.45271526201,165786.38636154952,133110.34595232658,99989.97660022018,96458.77311306703,45696.57312474148,135500.51426770497,111377.9649913102
56,2018-09-01,152551.00662574655,135137.98464116975,122458.17855485788,87382.52402987513,127447.84653672906,180329.1529150537,135529.5599857274,104948.06842099622,102463.78281734874,54229.68118386532,164687.0442060421,139442.35819407704
57,2018-10-01,181883.42062576336,147379.74080714164,134550.32131188686,87666.52068768509,129270.74536579206,187181.93783773168,140534.91907106896,130046.44897835888,116857.8691640994,60984.97930529078,179099.88315065307,142965.18535873076
58,2018-11-01,194078.752710734,144589.4222437406,138638.71763529227,94794.07125935722,133493.2694264746,197992.5711871687,142742.11208664166,144560.1807628494,122977.86194845193,66816.39836463022,187247.898733432,149257.86132584096
59,2018-12-01,175904.73518652606,144926.98661546424,129198.38598261042,88798.84444007503,134492.38793037576,198634.65324559755,137637.71939226406,109572.63746157521,103562.80479125962,47931.34623110591,118994.13792092883,76911.05829618013
60,2019-01-01,153290.32548027896,153900.74256772434,123725.15203696533,82318.67725769898,135091.20590969725,197771.06483670897,127934.78973013823,74673.68476500317,84282.2545571566,31923.950291788813,82283.18214648831,47892.7214680211
61,2019-02-01,158860.82911803038,150127.45821822065,121190.05521276277,82519.66934914206,132574.19923548264,198175.43912192003,128154.27868493082,81357.56105028669,86712.52355878885,31560.883321107725,72339.55481706405,40782.78004205704
62,2019-03-01,172065.273379058,153333.0891461993,133462.81678213683,89115.98034712706,146752.06034758323,211193.16737411811,138276.68282111862,103231.58020538237,101890.47993210715,48822.1849468289,138212.39126576806,106563.05583212794
63,2019-04-01,193117.85650537806,148358.63891386092,144994.1640791403,99521.71399770609,147070.2418058524,218829.54065329788,152662.46852027698,144506.78936331673,130276.56659422498,70204.69198983692,202471.9914798941,161778.72209520824
64,2019-05-01,190234.16306643168,160082.98944863852,148906.0137614393,99167.97669579544,157240.07704120665,224794.53908499388,155433.01713232577,131941.34558993918,112490.24691163153,62912.293556089186,190881.19436195033,153218.62966572988
65,2019-06-01,204141.4426460455,166334.26417886806,154001.8016991822,103602.05944450836,151626.9809437549,219752.60440829577,159323.50429891743,135791.48347102024,125316.1729766884,66901.84253966888,195194.22664889097,153808.36426848534
66,2019-07-01,177216.90740994437,156693.4136840684,136877.70254190156,91463.90102924369,131656.61636256115,177439.75663657728,140956.8935841552,105990.47007602084,103616.55276521524,50029.93770033608,140529.23059002563,104805.59546440715
67,2019-08-01,144309.26123574845,148962.29264157478,120568.47836912022,81474.49714194764,129865.09003111151,175800.2151722936,127314.73413210856,77464.36847783139,81038.0033110616,38881.855719814936,108680.02656013907,85794.92823095049
68,2019-09-01,174520.53649860603,147524.1528770024,139675.92147196663,90333.46926135052,143186.535141316,201794.60219709558,143122.8728181117,107890.51068935088,106810.44336618672,56596.278649397296,162604.4798193687,125532.19828737415
69,2019-10-01,204263.22991172018,154172.0588205679,151844.18166380428,103271.5045062477,144067.63065765993,214115.84225859173,158845.99352948295,146194.8540108835,129366.54971133814,69598.16309578963,193815.79086783505,153087.1022060769
70,2019-11-01,209954.72316872134,128727.82995745685,140482.3899973029,103457.09603834814,132917.0407005808,210254.14660072004,156174.2073564274,152166.62438315022,131163.60136983055,72840.2428425286,199504.04468809222,134573.88657815117
71,2019-12-01,181839.98596811332,142266.9146268538,141757.98860450322,93109.80847983902,146785.007599376,207727.9085592584,143303.79701843602,126414.16295344554,111162.48261849847,50872.66325082151,134643.98256619507,86995.1241043929
72,2020-01-01,140858.3759811865,132795.6236795369,116657.50727196256,80646.78002796139,133385.1063758652,208496.11288992284,121640.58946214615,75578.51511463035,87047.06414863837,26411.9243402798,64397.11048697165,29575.824228095382
73,2020-02-01,203663.8539445368,156713.8544496224,160770.49027428744,108247.33352932542,162895.68193934523,224259.26644716712,163089.57947822136,155377.4872617021,137560.68862831924,72686.45797007887,203111.39438990198,135971.32289840357
74,2020-03-01,180650.70239407854,138783.46648898302,141301.77709452336,100007.45397769107,147710.73071537528,210103.9267335708,146913.40328813164,136682.31845916196,130990.51429576492,73108.53302774929,215414.3537534811,172057.3455968755
75,2020-04-01,182172.8251392363,137844.63972784285,137166.54154558812,96162.05410108795,148800.27285522225,221452.37292773684,143913.3290626365,147031.56695675565,130021.85129475762,76032.05415411318,240239.44871254548,193563.3842517501
76,2020-05-01,219475.6049936279,157773.50616485748,163467.6478626001,109387.91914975719,160939.38797829475,220713.1988335989,161242.77496822888,170090.8947504068,142550.8803129098,82489.63838653773,246607.60238110402,192671.5494242119
77,2020-06-01,215420.96434456258,167051.4778656845,167531.49562220345,111947.34233655935,155635.5129127038,194211.29431849672,158738.88570192325,159623.17737027706,128243.68034274106,72658.65762612593,214887.18275135214,166641.7373434991
78,2020-07-01,188458.3746044565,146485.2222004926,150926.5633484726,99710.61742947613,137699.36259368237,197918.86217928564,149568.83531294233,132228.48568611802,118077.22859775268,58910.759879202626,165542.3906259333,127922.43123335454
79,2020-08-01,182982.67499209536,159545.89204690547,144114.06627487383,96417.5783728847,144933.6579207656,209516.48252164785,147459.56494759698,125832.83042575797,114311.90161233285,62033.772469280615,182427.89609608904,145599.58025458138
80,2020-09-01,192693.4031510636,141333.26529578364,144521.84935539507,99028.40472458409,136486.11962039964,220802.4038774236,154607.11869834457,144679.56591068453,138200.55397640244,81150.02614061012,261474.96688861816,207152.90410907497
81,2020-10-01,201118.83738968932,149759.58563673683,150276.39453834668,104313.29225047803,159719.42701563507,230141.66306393966,155396.32949369185,137628.62835941772,129131.49978353348,70231.88634774377,216067.79572996107,189088.8168492218
82,2020-11-01,234669.9282001193,157144.73559036042,167754.83160847393,113609.52701954237,166976.01723334484,237822.54088427217,173342.5685654278,180683.21159024883,158594.7036541332,96660.95394890367,295499.07224044896,242521.02845881044
83,2020-12-01,235208.519729523,141878.5982608857,163949.86153167678,118485.0923922508,149984.1260547874,212080.41728302056,168090.1909052473,199489.89587041544,154871.72797358286,89366.5229375582,256522.02661688873,180940.78025671307
