,x matrix,y matrix,lon,lat,lon grid,lat grid,tile
1638,7800,9000,92.5,-37.5,92.5,-37.5,00N060E
1639,9000,9000,97.5,-37.5,97.5,-37.5,00N060E
1640,10200,9000,102.5,-37.5,102.5,-37.5,00N060E
1641,11400,9000,107.5,-37.5,107.5,-37.5,00N060E
1642,12600,9000,112.5,-37.5,112.5,-37.5,00N060E
1643,13800,9000,117.5,-37.5,117.5,-37.5,00N060E
1644,15000,9000,122.5,-37.5,122.5,-37.5,00N060E
1645,16200,9000,127.5,-37.5,127.5,-37.5,00N060E
1646,17400,9000,132.5,-37.5,132.5,-37.5,00N060E
1647,18600,9000,137.5,-37.5,137.5,-37.5,00N060E
1648,19785,8976,142.4375006595305,-37.3958336325,142.5,-37.5,00N060E
1649,20996,8944,147.48333403323235,-37.2625002981,147.5,-37.5,00N060E
1650,22200,9000,152.5,-37.5,152.5,-37.5,00N060E
1651,23400,9000,157.5,-37.5,157.5,-37.5,00N060E
1652,24600,9000,162.5,-37.5,162.5,-37.5,00N060E
1653,25800,9000,167.5,-37.5,167.5,-37.5,00N060E
1654,27000,9000,172.5,-37.5,172.5,-37.5,00N060E
1655,28163,8912,177.34583427214343,-37.1291669637,177.5,-37.5,00N060E
1656,600,10200,-177.5,-42.5,-177.5,-42.5,00N180W
1657,1800,10200,-172.5,-42.5,-172.5,-42.5,00N180W
1658,3000,10200,-167.5,-42.5,-167.5,-42.5,00N180W
1659,4200,10200,-162.5,-42.5,-162.5,-42.5,00N180W
1660,5400,10200,-157.5,-42.5,-157.5,-42.5,00N180W
1661,6600,10200,-152.5,-42.5,-152.5,-42.5,00N180W
1662,7800,10200,-147.5,-42.5,-147.5,-42.5,00N180W
1663,9000,10200,-142.5,-42.5,-142.5,-42.5,00N180W
1664,10200,10200,-137.5,-42.5,-137.5,-42.5,00N180W
1665,11400,10200,-132.5,-42.5,-132.5,-42.5,00N180W
1666,12600,10200,-127.5,-42.5,-127.5,-42.5,00N180W
1667,13800,10200,-122.5,-42.5,-122.5,-42.5,00N180W
1668,15000,10200,-117.5,-42.5,-117.5,-42.5,00N180W
1669,16200,10200,-112.5,-42.5,-112.5,-42.5,00N180W
1670,17400,10200,-107.5,-42.5,-107.5,-42.5,00N180W
1671,18600,10200,-102.5,-42.5,-102.5,-42.5,00N180W
1672,19800,10200,-97.5,-42.5,-97.5,-42.5,00N180W
1673,21000,10200,-92.5,-42.5,-92.5,-42.5,00N180W
1674,22200,10200,-87.5,-42.5,-87.5,-42.5,00N180W
1675,23400,10200,-82.5,-42.5,-82.5,-42.5,00N180W
1676,24600,10200,-77.5,-42.5,-77.5,-42.5,00N180W
1677,25803,10224,-72.48749913986019,-42.5958336741,-72.5,-42.5,00N180W
1678,26999,10200,-67.50416576665835,-42.4958336733,-67.5,-42.5,00N180W
1679,28200,10200,-62.5,-42.5,-62.5,-42.5,00N180W
1680,600,10200,-57.5,-42.5,-57.5,-42.5,00N060W
1681,1800,10200,-52.5,-42.5,-52.5,-42.5,00N060W
1682,3000,10200,-47.5,-42.5,-47.5,-42.5,00N060W
1683,4200,10200,-42.5,-42.5,-42.5,-42.5,00N060W
1684,5400,10200,-37.5,-42.5,-37.5,-42.5,00N060W
1685,6600,10200,-32.5,-42.5,-32.5,-42.5,00N060W
1686,7800,10200,-27.5,-42.5,-27.5,-42.5,00N060W
1687,9000,10200,-22.5,-42.5,-22.5,-42.5,00N060W
1688,10200,10200,-17.5,-42.5,-17.5,-42.5,00N060W
1689,11400,10200,-12.5,-42.5,-12.5,-42.5,00N060W
1690,12600,10200,-7.5,-42.5,-7.5,-42.5,00N060W
1691,13800,10200,-2.5,-42.5,-2.5,-42.5,00N060W
1692,15000,10200,2.5,-42.5,2.5,-42.5,00N060W
1693,16200,10200,7.5,-42.5,7.5,-42.5,00N060W
1694,17400,10200,12.5,-42.5,12.5,-42.5,00N060W
1695,18600,10200,17.5,-42.5,17.5,-42.5,00N060W
1696,19800,10200,22.5,-42.5,22.5,-42.5,00N060W
1697,21000,10200,27.5,-42.5,27.5,-42.5,00N060W
1698,22200,10200,32.5,-42.5,32.5,-42.5,00N060W
1699,23400,10200,37.5,-42.5,37.5,-42.5,00N060W
1700,24600,10200,42.5,-42.5,42.5,-42.5,00N060W
1701,25800,10200,47.5,-42.5,47.5,-42.5,00N060W
1702,27000,10200,52.5,-42.5,52.5,-42.5,00N060W
1703,28200,10200,57.5,-42.5,57.5,-42.5,00N060W
1704,600,10200,62.5,-42.5,62.5,-42.5,00N060E
1705,1800,10200,67.5,-42.5,67.5,-42.5,00N060E
1706,3000,10200,72.5,-42.5,72.5,-42.5,00N060E
1707,4200,10200,77.5,-42.5,77.5,-42.5,00N060E
1708,5400,10200,82.5,-42.5,82.5,-42.5,00N060E
1709,6600,10200,87.5,-42.5,87.5,-42.5,00N060E
1710,7800,10200,92.5,-42.5,92.5,-42.5,00N060E
1711,9000,10200,97.5,-42.5,97.5,-42.5,00N060E
1712,10200,10200,102.5,-42.5,102.5,-42.5,00N060E
1713,11400,10200,107.5,-42.5,107.5,-42.5,00N060E
1714,12600,10200,112.5,-42.5,112.5,-42.5,00N060E
1715,13800,10200,117.5,-42.5,117.5,-42.5,00N060E
1716,15000,10200,122.5,-42.5,122.5,-42.5,00N060E
1717,16200,10200,127.5,-42.5,127.5,-42.5,00N060E
1718,17400,10200,132.5,-42.5,132.5,-42.5,00N060E
1719,18600,10200,137.5,-42.5,137.5,-42.5,00N060E
1720,19800,10200,142.5,-42.5,142.5,-42.5,00N060E
1721,21171,10305,148.21250070573265,-42.9333336768,147.5,-42.5,00N060E
1722,22200,10200,152.5,-42.5,152.5,-42.5,00N060E
1723,23400,10200,157.5,-42.5,157.5,-42.5,00N060E
1724,24600,10200,162.5,-42.5,162.5,-42.5,00N060E
1725,25800,10200,167.5,-42.5,167.5,-42.5,00N060E
1726,27176,10377,173.23333423924188,-43.2333336792,172.5,-42.5,00N060E
1727,28200,10200,177.5,-42.5,177.5,-42.5,00N060E
1728,600,11400,-177.5,-47.5,-177.5,-47.5,00N180W
1729,1800,11400,-172.5,-47.5,-172.5,-47.5,00N180W
1730,3000,11400,-167.5,-47.5,-167.5,-47.5,00N180W
1731,4200,11400,-162.5,-47.5,-162.5,-47.5,00N180W
1732,5400,11400,-157.5,-47.5,-157.5,-47.5,00N180W
1733,6600,11400,-152.5,-47.5,-152.5,-47.5,00N180W
1734,7800,11400,-147.5,-47.5,-147.5,-47.5,00N180W
1735,9000,11400,-142.5,-47.5,-142.5,-47.5,00N180W
1736,10200,11400,-137.5,-47.5,-137.5,-47.5,00N180W
1737,11400,11400,-132.5,-47.5,-132.5,-47.5,00N180W
1738,12600,11400,-127.5,-47.5,-127.5,-47.5,00N180W
1739,13800,11400,-122.5,-47.5,-122.5,-47.5,00N180W
1740,15000,11400,-117.5,-47.5,-117.5,-47.5,00N180W
1741,16200,11400,-112.5,-47.5,-112.5,-47.5,00N180W
1742,17400,11400,-107.5,-47.5,-107.5,-47.5,00N180W
1743,18600,11400,-102.5,-47.5,-102.5,-47.5,00N180W
1744,19800,11400,-97.5,-47.5,-97.5,-47.5,00N180W
1745,21000,11400,-92.5,-47.5,-92.5,-47.5,00N180W
1746,22200,11400,-87.5,-47.5,-87.5,-47.5,00N180W
1747,23400,11400,-82.5,-47.5,-82.5,-47.5,00N180W
1748,24600,11400,-77.5,-47.5,-77.5,-47.5,00N180W
1749,25852,11307,-72.28333247156012,-47.1083337102,-72.5,-47.5,00N180W
1750,27000,11400,-67.49999909995834,-47.4958337133,-67.5,-47.5,00N180W
1751,28200,11400,-62.5,-47.5,-62.5,-47.5,00N180W
1752,600,11400,-57.5,-47.5,-57.5,-47.5,00N060W
1753,1800,11400,-52.5,-47.5,-52.5,-47.5,00N060W
1754,3000,11400,-47.5,-47.5,-47.5,-47.5,00N060W
1755,4200,11400,-42.5,-47.5,-42.5,-47.5,00N060W
1756,5400,11400,-37.5,-47.5,-37.5,-47.5,00N060W
1757,6600,11400,-32.5,-47.5,-32.5,-47.5,00N060W
1758,7800,11400,-27.5,-47.5,-27.5,-47.5,00N060W
1759,9000,11400,-22.5,-47.5,-22.5,-47.5,00N060W
1760,10200,11400,-17.5,-47.5,-17.5,-47.5,00N060W
1761,11400,11400,-12.5,-47.5,-12.5,-47.5,00N060W
1762,12600,11400,-7.5,-47.5,-7.5,-47.5,00N060W
1763,13800,11400,-2.5,-47.5,-2.5,-47.5,00N060W
1764,15000,11400,2.5,-47.5,2.5,-47.5,00N060W
1765,16200,11400,7.5,-47.5,7.5,-47.5,00N060W
1766,17400,11400,12.5,-47.5,12.5,-47.5,00N060W
1767,18600,11400,17.5,-47.5,17.5,-47.5,00N060W
1768,19800,11400,22.5,-47.5,22.5,-47.5,00N060W
1769,21000,11400,27.5,-47.5,27.5,-47.5,00N060W
1770,22200,11400,32.5,-47.5,32.5,-47.5,00N060W
1771,23400,11400,37.5,-47.5,37.5,-47.5,00N060W
1772,24600,11400,42.5,-47.5,42.5,-47.5,00N060W
1773,25800,11400,47.5,-47.5,47.5,-47.5,00N060W
1774,27000,11400,52.5,-47.5,52.5,-47.5,00N060W
1775,28200,11400,57.5,-47.5,57.5,-47.5,00N060W
1776,600,11400,62.5,-47.5,62.5,-47.5,00N060E
1777,1800,11400,67.5,-47.5,67.5,-47.5,00N060E
1778,3000,11400,72.5,-47.5,72.5,-47.5,00N060E
1779,4200,11400,77.5,-47.5,77.5,-47.5,00N060E
1780,5400,11400,82.5,-47.5,82.5,-47.5,00N060E
1781,6600,11400,87.5,-47.5,87.5,-47.5,00N060E
1782,7800,11400,92.5,-47.5,92.5,-47.5,00N060E
1783,9000,11400,97.5,-47.5,97.5,-47.5,00N060E
1784,10200,11400,102.5,-47.5,102.5,-47.5,00N060E
1785,11400,11400,107.5,-47.5,107.5,-47.5,00N060E
1786,12600,11400,112.5,-47.5,112.5,-47.5,00N060E
1787,13800,11400,117.5,-47.5,117.5,-47.5,00N060E
1788,15000,11400,122.5,-47.5,122.5,-47.5,00N060E
1789,16200,11400,127.5,-47.5,127.5,-47.5,00N060E
1790,17400,11400,132.5,-47.5,132.5,-47.5,00N060E
1791,18600,11400,137.5,-47.5,137.5,-47.5,00N060E
1792,19800,11400,142.5,-47.5,142.5,-47.5,00N060E
1793,21000,11400,147.5,-47.5,147.5,-47.5,00N060E
1794,22200,11400,152.5,-47.5,152.5,-47.5,00N060E
1795,23400,11400,157.5,-47.5,157.5,-47.5,00N060E
1796,24600,11400,162.5,-47.5,162.5,-47.5,00N060E
1797,25798,11401,167.49166752663976,-47.50000038,167.5,-47.5,00N060E
1798,27000,11400,172.5,-47.5,172.5,-47.5,00N060E
1799,28200,11400,177.5,-47.5,177.5,-47.5,00N060E
1800,600,12600,-177.5,-52.5,-177.5,-52.5,00N180W
1801,1800,12600,-172.5,-52.5,-172.5,-52.5,00N180W
1802,3000,12600,-167.5,-52.5,-167.5,-52.5,00N180W
1803,4200,12600,-162.5,-52.5,-162.5,-52.5,00N180W
1804,5400,12600,-157.5,-52.5,-157.5,-52.5,00N180W
1805,6600,12600,-152.5,-52.5,-152.5,-52.5,00N180W
1806,7800,12600,-147.5,-52.5,-147.5,-52.5,00N180W
1807,9000,12600,-142.5,-52.5,-142.5,-52.5,00N180W
1808,10200,12600,-137.5,-52.5,-137.5,-52.5,00N180W
1809,11400,12600,-132.5,-52.5,-132.5,-52.5,00N180W
1810,12600,12600,-127.5,-52.5,-127.5,-52.5,00N180W
1811,13800,12600,-122.5,-52.5,-122.5,-52.5,00N180W
1812,15000,12600,-117.5,-52.5,-117.5,-52.5,00N180W
1813,16200,12600,-112.5,-52.5,-112.5,-52.5,00N180W
1814,17400,12600,-107.5,-52.5,-107.5,-52.5,00N180W
1815,18600,12600,-102.5,-52.5,-102.5,-52.5,00N180W
1816,19800,12600,-97.5,-52.5,-97.5,-52.5,00N180W
1817,21000,12600,-92.5,-52.5,-92.5,-52.5,00N180W
1818,22200,12600,-87.5,-52.5,-87.5,-52.5,00N180W
1819,23400,12600,-82.5,-52.5,-82.5,-52.5,00N180W
1820,24600,12600,-77.5,-52.5,-77.5,-52.5,00N180W
1821,25790,12575,-72.54166580696021,-52.3916670858,-72.5,-52.5,00N180W
1822,27000,12600,-67.49999909995834,-52.4958337533,-67.5,-52.5,00N180W
1823,28200,12600,-62.5,-52.5,-62.5,-52.5,00N180W
1824,618,12624,-57.42499997939905,-52.5958337541,-57.5,-52.5,00N060W
1825,1800,12600,-52.5,-52.5,-52.5,-52.5,00N060W
1826,3000,12600,-47.5,-52.5,-47.5,-52.5,00N060W
1827,4200,12600,-42.5,-52.5,-42.5,-52.5,00N060W
1828,5400,12600,-37.5,-52.5,-37.5,-52.5,00N060W
1829,6600,12600,-32.5,-52.5,-32.5,-52.5,00N060W
1830,7800,12600,-27.5,-52.5,-27.5,-52.5,00N060W
1831,9000,12600,-22.5,-52.5,-22.5,-52.5,00N060W
1832,10200,12600,-17.5,-52.5,-17.5,-52.5,00N060W
1833,11400,12600,-12.5,-52.5,-12.5,-52.5,00N060W
1834,12600,12600,-7.5,-52.5,-7.5,-52.5,00N060W
1835,13800,12600,-2.5,-52.5,-2.5,-52.5,00N060W
1836,15000,12600,2.5,-52.5,2.5,-52.5,00N060W
1837,16200,12600,7.5,-52.5,7.5,-52.5,00N060W
1838,17400,12600,12.5,-52.5,12.5,-52.5,00N060W
1839,18600,12600,17.5,-52.5,17.5,-52.5,00N060W
1840,19800,12600,22.5,-52.5,22.5,-52.5,00N060W
1841,21000,12600,27.5,-52.5,27.5,-52.5,00N060W
1842,22200,12600,32.5,-52.5,32.5,-52.5,00N060W
1843,23400,12600,37.5,-52.5,37.5,-52.5,00N060W
1844,24600,12600,42.5,-52.5,42.5,-52.5,00N060W
1845,25800,12600,47.5,-52.5,47.5,-52.5,00N060W
1846,27000,12600,52.5,-52.5,52.5,-52.5,00N060W
1847,28200,12600,57.5,-52.5,57.5,-52.5,00N060W
1848,600,12600,62.5,-52.5,62.5,-52.5,00N060E
1849,1800,12600,67.5,-52.5,67.5,-52.5,00N060E
1850,3000,12600,72.5,-52.5,72.5,-52.5,00N060E
1851,4200,12600,77.5,-52.5,77.5,-52.5,00N060E
1852,5400,12600,82.5,-52.5,82.5,-52.5,00N060E
1853,6600,12600,87.5,-52.5,87.5,-52.5,00N060E
1854,7800,12600,92.5,-52.5,92.5,-52.5,00N060E
1855,9000,12600,97.5,-52.5,97.5,-52.5,00N060E
1856,10200,12600,102.5,-52.5,102.5,-52.5,00N060E
1857,11400,12600,107.5,-52.5,107.5,-52.5,00N060E
1858,12600,12600,112.5,-52.5,112.5,-52.5,00N060E
1859,13800,12600,117.5,-52.5,117.5,-52.5,00N060E
1860,15000,12600,122.5,-52.5,122.5,-52.5,00N060E
1861,16200,12600,127.5,-52.5,127.5,-52.5,00N060E
1862,17400,12600,132.5,-52.5,132.5,-52.5,00N060E
1863,18600,12600,137.5,-52.5,137.5,-52.5,00N060E
1864,19800,12600,142.5,-52.5,142.5,-52.5,00N060E
1865,21000,12600,147.5,-52.5,147.5,-52.5,00N060E
1866,22200,12600,152.5,-52.5,152.5,-52.5,00N060E
1867,23400,12600,157.5,-52.5,157.5,-52.5,00N060E
1868,24600,12600,162.5,-52.5,162.5,-52.5,00N060E
1869,25800,12600,167.5,-52.5,167.5,-52.5,00N060E
1870,27000,12600,172.5,-52.5,172.5,-52.5,00N060E
1871,28200,12600,177.5,-52.5,177.5,-52.5,00N060E
1872,600,13800,-177.5,-57.5,-177.5,-57.5,00N180W
1873,1800,13800,-172.5,-57.5,-172.5,-57.5,00N180W
1874,3000,13800,-167.5,-57.5,-167.5,-57.5,00N180W
1875,4200,13800,-162.5,-57.5,-162.5,-57.5,00N180W
1876,5400,13800,-157.5,-57.5,-157.5,-57.5,00N180W
1877,6600,13800,-152.5,-57.5,-152.5,-57.5,00N180W
1878,7800,13800,-147.5,-57.5,-147.5,-57.5,00N180W
1879,9000,13800,-142.5,-57.5,-142.5,-57.5,00N180W
1880,10200,13800,-137.5,-57.5,-137.5,-57.5,00N180W
1881,11400,13800,-132.5,-57.5,-132.5,-57.5,00N180W
1882,12600,13800,-127.5,-57.5,-127.5,-57.5,00N180W
1883,13800,13800,-122.5,-57.5,-122.5,-57.5,00N180W
1884,15000,13800,-117.5,-57.5,-117.5,-57.5,00N180W
1885,16200,13800,-112.5,-57.5,-112.5,-57.5,00N180W
1886,17400,13800,-107.5,-57.5,-107.5,-57.5,00N180W
1887,18600,13800,-102.5,-57.5,-102.5,-57.5,00N180W
1888,19800,13800,-97.5,-57.5,-97.5,-57.5,00N180W
1889,21000,13800,-92.5,-57.5,-92.5,-57.5,00N180W
1890,22200,13800,-87.5,-57.5,-87.5,-57.5,00N180W
1891,23400,13800,-82.5,-57.5,-82.5,-57.5,00N180W
1892,24600,13800,-77.5,-57.5,-77.5,-57.5,00N180W
1893,25800,13800,-72.5,-57.5,-72.5,-57.5,00N180W
1894,27000,13800,-67.5,-57.5,-67.5,-57.5,00N180W
1895,28200,13800,-62.5,-57.5,-62.5,-57.5,00N180W
1896,600,13800,-57.5,-57.5,-57.5,-57.5,00N060W
1897,1800,13800,-52.5,-57.5,-52.5,-57.5,00N060W
1898,3000,13800,-47.5,-57.5,-47.5,-57.5,00N060W
1899,4200,13800,-42.5,-57.5,-42.5,-57.5,00N060W
1900,5400,13800,-37.5,-57.5,-37.5,-57.5,00N060W
1901,6600,13800,-32.5,-57.5,-32.5,-57.5,00N060W
1902,7800,13800,-27.5,-57.5,-27.5,-57.5,00N060W
1903,9000,13800,-22.5,-57.5,-22.5,-57.5,00N060W
1904,10200,13800,-17.5,-57.5,-17.5,-57.5,00N060W
1905,11400,13800,-12.5,-57.5,-12.5,-57.5,00N060W
1906,12600,13800,-7.5,-57.5,-7.5,-57.5,00N060W
1907,13800,13800,-2.5,-57.5,-2.5,-57.5,00N060W
1908,15000,13800,2.5,-57.5,2.5,-57.5,00N060W
1909,16200,13800,7.5,-57.5,7.5,-57.5,00N060W
1910,17400,13800,12.5,-57.5,12.5,-57.5,00N060W
1911,18600,13800,17.5,-57.5,17.5,-57.5,00N060W
1912,19800,13800,22.5,-57.5,22.5,-57.5,00N060W
1913,21000,13800,27.5,-57.5,27.5,-57.5,00N060W
1914,22200,13800,32.5,-57.5,32.5,-57.5,00N060W
1915,23400,13800,37.5,-57.5,37.5,-57.5,00N060W
1916,24600,13800,42.5,-57.5,42.5,-57.5,00N060W
1917,25800,13800,47.5,-57.5,47.5,-57.5,00N060W
1918,27000,13800,52.5,-57.5,52.5,-57.5,00N060W
1919,28200,13800,57.5,-57.5,57.5,-57.5,00N060W
1920,600,13800,62.5,-57.5,62.5,-57.5,00N060E
1921,1800,13800,67.5,-57.5,67.5,-57.5,00N060E
1922,3000,13800,72.5,-57.5,72.5,-57.5,00N060E
1923,4200,13800,77.5,-57.5,77.5,-57.5,00N060E
1924,5400,13800,82.5,-57.5,82.5,-57.5,00N060E
1925,6600,13800,87.5,-57.5,87.5,-57.5,00N060E
1926,7800,13800,92.5,-57.5,92.5,-57.5,00N060E
1927,9000,13800,97.5,-57.5,97.5,-57.5,00N060E
1928,10200,13800,102.5,-57.5,102.5,-57.5,00N060E
1929,11400,13800,107.5,-57.5,107.5,-57.5,00N060E
1930,12600,13800,112.5,-57.5,112.5,-57.5,00N060E
1931,13800,13800,117.5,-57.5,117.5,-57.5,00N060E
1932,15000,13800,122.5,-57.5,122.5,-57.5,00N060E
1933,16200,13800,127.5,-57.5,127.5,-57.5,00N060E
1934,17400,13800,132.5,-57.5,132.5,-57.5,00N060E
1935,18600,13800,137.5,-57.5,137.5,-57.5,00N060E
1936,19800,13800,142.5,-57.5,142.5,-57.5,00N060E
1937,21000,13800,147.5,-57.5,147.5,-57.5,00N060E
1938,22200,13800,152.5,-57.5,152.5,-57.5,00N060E
1939,23400,13800,157.5,-57.5,157.5,-57.5,00N060E
1940,24600,13800,162.5,-57.5,162.5,-57.5,00N060E
1941,25800,13800,167.5,-57.5,167.5,-57.5,00N060E
1942,27000,13800,172.5,-57.5,172.5,-57.5,00N060E
1943,28200,13800,177.5,-57.5,177.5,-57.5,00N060E
1944,600,15000,-177.5,-62.5,-177.5,-62.5,00N180W
1945,1800,15000,-172.5,-62.5,-172.5,-62.5,00N180W
1946,3000,15000,-167.5,-62.5,-167.5,-62.5,00N180W
1947,4200,15000,-162.5,-62.5,-162.5,-62.5,00N180W
1948,5400,15000,-157.5,-62.5,-157.5,-62.5,00N180W
1949,6600,15000,-152.5,-62.5,-152.5,-62.5,00N180W
1950,7800,15000,-147.5,-62.5,-147.5,-62.5,00N180W
1951,9000,15000,-142.5,-62.5,-142.5,-62.5,00N180W
1952,10200,15000,-137.5,-62.5,-137.5,-62.5,00N180W
1953,11400,15000,-132.5,-62.5,-132.5,-62.5,00N180W
1954,12600,15000,-127.5,-62.5,-127.5,-62.5,00N180W
1955,13800,15000,-122.5,-62.5,-122.5,-62.5,00N180W
1956,15000,15000,-117.5,-62.5,-117.5,-62.5,00N180W
1957,16200,15000,-112.5,-62.5,-112.5,-62.5,00N180W
1958,17400,15000,-107.5,-62.5,-107.5,-62.5,00N180W
1959,18600,15000,-102.5,-62.5,-102.5,-62.5,00N180W
1960,19800,15000,-97.5,-62.5,-97.5,-62.5,00N180W
1961,21000,15000,-92.5,-62.5,-92.5,-62.5,00N180W
1962,22200,15000,-87.5,-62.5,-87.5,-62.5,00N180W
1963,23400,15000,-82.5,-62.5,-82.5,-62.5,00N180W
1964,24600,15000,-77.5,-62.5,-77.5,-62.5,00N180W
1965,25800,15000,-72.5,-62.5,-72.5,-62.5,00N180W
1966,27000,15000,-67.5,-62.5,-67.5,-62.5,00N180W
1967,28200,15000,-62.5,-62.5,-62.5,-62.5,00N180W
1968,600,15000,-57.5,-62.5,-57.5,-62.5,00N060W
1969,1800,15000,-52.5,-62.5,-52.5,-62.5,00N060W
1970,3000,15000,-47.5,-62.5,-47.5,-62.5,00N060W
1971,4200,15000,-42.5,-62.5,-42.5,-62.5,00N060W
1972,5400,15000,-37.5,-62.5,-37.5,-62.5,00N060W
1973,6600,15000,-32.5,-62.5,-32.5,-62.5,00N060W
1974,7800,15000,-27.5,-62.5,-27.5,-62.5,00N060W
1975,9000,15000,-22.5,-62.5,-22.5,-62.5,00N060W
1976,10200,15000,-17.5,-62.5,-17.5,-62.5,00N060W
1977,11400,15000,-12.5,-62.5,-12.5,-62.5,00N060W
1978,12600,15000,-7.5,-62.5,-7.5,-62.5,00N060W
1979,13800,15000,-2.5,-62.5,-2.5,-62.5,00N060W
1980,15000,15000,2.5,-62.5,2.5,-62.5,00N060W
1981,16200,15000,7.5,-62.5,7.5,-62.5,00N060W
1982,17400,15000,12.5,-62.5,12.5,-62.5,00N060W
1983,18600,15000,17.5,-62.5,17.5,-62.5,00N060W
1984,19800,15000,22.5,-62.5,22.5,-62.5,00N060W
1985,21000,15000,27.5,-62.5,27.5,-62.5,00N060W
1986,22200,15000,32.5,-62.5,32.5,-62.5,00N060W
1987,23400,15000,37.5,-62.5,37.5,-62.5,00N060W
1988,24600,15000,42.5,-62.5,42.5,-62.5,00N060W
1989,25800,15000,47.5,-62.5,47.5,-62.5,00N060W
1990,27000,15000,52.5,-62.5,52.5,-62.5,00N060W
1991,28200,15000,57.5,-62.5,57.5,-62.5,00N060W
1992,600,15000,62.5,-62.5,62.5,-62.5,00N060E
1993,1800,15000,67.5,-62.5,67.5,-62.5,00N060E
1994,3000,15000,72.5,-62.5,72.5,-62.5,00N060E
1995,4200,15000,77.5,-62.5,77.5,-62.5,00N060E
1996,5400,15000,82.5,-62.5,82.5,-62.5,00N060E
1997,6600,15000,87.5,-62.5,87.5,-62.5,00N060E
1998,7800,15000,92.5,-62.5,92.5,-62.5,00N060E
1999,9000,15000,97.5,-62.5,97.5,-62.5,00N060E
2000,10200,15000,102.5,-62.5,102.5,-62.5,00N060E
2001,11400,15000,107.5,-62.5,107.5,-62.5,00N060E
2002,12600,15000,112.5,-62.5,112.5,-62.5,00N060E
2003,13800,15000,117.5,-62.5,117.5,-62.5,00N060E
2004,15000,15000,122.5,-62.5,122.5,-62.5,00N060E
2005,16200,15000,127.5,-62.5,127.5,-62.5,00N060E
2006,17400,15000,132.5,-62.5,132.5,-62.5,00N060E
2007,18600,15000,137.5,-62.5,137.5,-62.5,00N060E
2008,19800,15000,142.5,-62.5,142.5,-62.5,00N060E
2009,21000,15000,147.5,-62.5,147.5,-62.5,00N060E
2010,22200,15000,152.5,-62.5,152.5,-62.5,00N060E
2011,23400,15000,157.5,-62.5,157.5,-62.5,00N060E
2012,24600,15000,162.5,-62.5,162.5,-62.5,00N060E
2013,25800,15000,167.5,-62.5,167.5,-62.5,00N060E
2014,27000,15000,172.5,-62.5,172.5,-62.5,00N060E
2015,28200,15000,177.5,-62.5,177.5,-62.5,00N060E
