,x matrix,y matrix,lon,lat,lon grid,lat grid,tile
1239,18600,3000,-102.5,-12.5,-102.5,-12.5,00N180W
1240,19800,3000,-97.5,-12.5,-97.5,-12.5,00N180W
1241,21000,3000,-92.5,-12.5,-92.5,-12.5,00N180W
1242,22200,3000,-87.5,-12.5,-87.5,-12.5,00N180W
1243,23400,3000,-82.5,-12.5,-82.5,-12.5,00N180W
1244,24553,3033,-77.69583251486212,-12.633333434399999,-77.5,-12.5,00N180W
1245,25712,3017,-72.86666580956033,-12.5666667672,-72.5,-12.5,00N180W
1246,26999,3000,-67.50416576665835,-12.4958334333,-67.5,-12.5,00N180W
1247,28106,3178,-62.89166572975664,-13.237500105899999,-62.5,-12.5,00N180W
1248,731,3020,-56.95416664229887,-12.579166767299998,-57.5,-12.5,00N060W
1249,1776,3180,-52.59999994079726,-13.245833439299998,-52.5,-12.5,00N060W
1250,2829,2948,-48.21249990569564,-12.2791667649,-47.5,-12.5,00N060W
1251,4069,2928,-43.045833197693725,-12.195833430899999,-42.5,-12.5,00N060W
1252,5476,3049,-37.183333150791555,-12.700000101599999,-37.5,-12.5,00N060W
1253,6600,3000,-32.5,-12.5,-32.5,-12.5,00N060W
1254,7800,3000,-27.5,-12.5,-27.5,-12.5,00N060W
1255,9000,3000,-22.5,-12.5,-22.5,-12.5,00N060W
1256,10200,3000,-17.5,-12.5,-17.5,-12.5,00N060W
1257,11400,3000,-12.5,-12.5,-12.5,-12.5,00N060W
1258,12600,3000,-7.5,-12.5,-7.5,-12.5,00N060W
1259,13800,3000,-2.5,-12.5,-2.5,-12.5,00N060W
1260,15000,3000,2.5,-12.5,2.5,-12.5,00N060W
1261,16200,3000,7.5,-12.5,7.5,-12.5,00N060W
1262,17378,2987,12.408333912626802,-12.4416667662,12.5,-12.5,00N060W
1263,18619,3023,17.579167287328715,-12.5916667674,17.5,-12.5,00N060W
1264,19783,3026,22.42916732613051,-12.604166767499999,22.5,-12.5,00N060W
1265,20903,3036,27.095834030132238,-12.645833434499998,27.5,-12.5,00N060W
1266,22127,3021,32.195834070934126,-12.583333433999998,32.5,-12.5,00N060W
1267,23393,3003,37.47083411313608,-12.508333433399999,37.5,-12.5,00N060W
1268,24596,3003,42.483334153237934,-12.508333433399999,42.5,-12.5,00N060W
1269,25799,2999,47.49583419333979,-12.491666766599998,47.5,-12.5,00N060W
1270,27000,3000,52.5,-12.5,52.5,-12.5,00N060W
1271,28200,3000,57.5,-12.5,57.5,-12.5,00N060W
1272,600,3000,62.5,-12.5,62.5,-12.5,00N060E
1273,1800,3000,67.5,-12.5,67.5,-12.5,00N060E
1274,3000,3000,72.5,-12.5,72.5,-12.5,00N060E
1275,4200,3000,77.5,-12.5,77.5,-12.5,00N060E
1276,5400,3000,82.5,-12.5,82.5,-12.5,00N060E
1277,6600,3000,87.5,-12.5,87.5,-12.5,00N060E
1278,7800,3000,92.5,-12.5,92.5,-12.5,00N060E
1279,9001,3000,97.50416696671388,-12.4958334333,97.5,-12.5,00N060E
1280,10200,3000,102.5,-12.5,102.5,-12.5,00N060E
1281,11400,3000,107.5,-12.5,107.5,-12.5,00N060E
1282,12600,3000,112.5,-12.5,112.5,-12.5,00N060E
1283,13800,3000,117.5,-12.5,117.5,-12.5,00N060E
1284,15000,3000,122.5,-12.5,122.5,-12.5,00N060E
1285,16200,3000,127.5,-12.5,127.5,-12.5,00N060E
1286,17290,3046,132.04166724302664,-12.6875001015,132.5,-12.5,00N060E
1287,18603,3001,137.5125006201287,-12.5000001,137.5,-12.5,00N060E
1288,19780,2903,142.41666732603048,-12.0916667634,142.5,-12.5,00N060E
1289,21000,3000,147.5,-12.5,147.5,-12.5,00N060E
1290,22199,3000,152.49583407333424,-12.4958334333,152.5,-12.5,00N060E
1291,23400,3000,157.5,-12.5,157.5,-12.5,00N060E
1292,24600,3000,162.5,-12.5,162.5,-12.5,00N060E
1293,25805,3002,167.5208341935398,-12.5041667667,167.5,-12.5,00N060E
1294,27000,3000,172.5,-12.5,172.5,-12.5,00N060E
1295,28209,2999,177.5375009403435,-12.491666766599998,177.5,-12.5,00N060E
1296,600,4199,-177.49999997999907,-17.491666806599998,-177.5,-17.5,00N180W
1297,1800,4200,-172.5,-17.5,-172.5,-17.5,00N180W
1298,3000,4200,-167.5,-17.5,-167.5,-17.5,00N180W
1299,4200,4199,-162.49999985999352,-17.491666806599998,-162.5,-17.5,00N180W
1300,5400,4200,-157.5,-17.5,-157.5,-17.5,00N180W
1301,6599,4200,-152.50416644668982,-17.4958334733,-152.5,-17.5,00N180W
1302,7800,4200,-147.5,-17.5,-147.5,-17.5,00N180W
1303,9031,4186,-142.37083303228607,-17.4375001395,-142.5,-17.5,00N180W
1304,10200,4198,-137.49999965998427,-17.4875001399,-137.5,-17.5,00N180W
1305,11400,4200,-132.5,-17.5,-132.5,-17.5,00N180W
1306,12600,4200,-127.5,-17.5,-127.5,-17.5,00N180W
1307,13800,4200,-122.5,-17.5,-122.5,-17.5,00N180W
1308,15000,4200,-117.5,-17.5,-117.5,-17.5,00N180W
1309,16200,4200,-112.5,-17.5,-112.5,-17.5,00N180W
1310,17400,4200,-107.5,-17.5,-107.5,-17.5,00N180W
1311,18600,4200,-102.5,-17.5,-102.5,-17.5,00N180W
1312,19800,4200,-97.5,-17.5,-97.5,-17.5,00N180W
1313,21000,4200,-92.5,-17.5,-92.5,-17.5,00N180W
1314,22200,4200,-87.5,-17.5,-87.5,-17.5,00N180W
1315,23400,4200,-82.5,-17.5,-82.5,-17.5,00N180W
1316,24600,4200,-77.5,-17.5,-77.5,-17.5,00N180W
1317,25791,4214,-72.53749914026021,-17.5541668071,-72.5,-17.5,00N180W
1318,27115,4129,-67.02083242945817,-17.2000001376,-67.5,-17.5,00N180W
1319,28301,4077,-62.07916572325634,-16.983333469199998,-62.5,-17.5,00N180W
1320,431,4113,-58.204166652299335,-17.1333334704,-57.5,-17.5,00N060W
1321,1701,4215,-52.91249994329738,-17.558333473799998,-52.5,-17.5,00N060W
1322,2923,4043,-47.82083323589549,-16.8416668014,-47.5,-17.5,00N060W
1323,4052,4171,-43.11666653159375,-17.375000138999997,-42.5,-17.5,00N060W
1324,5400,4200,-37.5,-17.5,-37.5,-17.5,00N060W
1325,6600,4200,-32.5,-17.5,-32.5,-17.5,00N060W
1326,7800,4200,-27.5,-17.5,-27.5,-17.5,00N060W
1327,9000,4200,-22.5,-17.5,-22.5,-17.5,00N060W
1328,10200,4200,-17.5,-17.5,-17.5,-17.5,00N060W
1329,11400,4200,-12.5,-17.5,-12.5,-17.5,00N060W
1330,12600,4200,-7.5,-17.5,-7.5,-17.5,00N060W
1331,13800,4200,-2.5,-17.5,-2.5,-17.5,00N060W
1332,15000,4200,2.5,-17.5,2.5,-17.5,00N060W
1333,16200,4200,7.5,-17.5,7.5,-17.5,00N060W
1334,17267,4017,11.94583390892663,-16.733333467199998,12.5,-17.5,00N060W
1335,18606,4020,17.525000620228695,-16.7458334673,17.5,-17.5,00N060W
1336,19741,4122,22.254167324730446,-17.1708334707,22.5,-17.5,00N060W
1337,21026,4211,27.608334034232428,-17.541666807,27.5,-17.5,00N060W
1338,22180,4380,32.41666740603421,-18.2458334793,32.5,-17.5,00N060W
1339,23459,4200,37.74583411533618,-17.4958334733,37.5,-17.5,00N060W
1340,24600,4200,42.5,-17.5,42.5,-17.5,00N060W
1341,25779,4366,47.41250085933976,-18.1875001455,47.5,-17.5,00N060W
1342,27000,4200,52.5,-17.5,52.5,-17.5,00N060W
1343,28200,4200,57.5,-17.5,57.5,-17.5,00N060W
1344,600,4200,62.5,-17.5,62.5,-17.5,00N060E
1345,1800,4200,67.5,-17.5,67.5,-17.5,00N060E
1346,3000,4200,72.5,-17.5,72.5,-17.5,00N060E
1347,4200,4200,77.5,-17.5,77.5,-17.5,00N060E
1348,5400,4200,82.5,-17.5,82.5,-17.5,00N060E
1349,6600,4200,87.5,-17.5,87.5,-17.5,00N060E
1350,7800,4200,92.5,-17.5,92.5,-17.5,00N060E
1351,9000,4200,97.5,-17.5,97.5,-17.5,00N060E
1352,10200,4200,102.5,-17.5,102.5,-17.5,00N060E
1353,11400,4200,107.5,-17.5,107.5,-17.5,00N060E
1354,12600,4200,112.5,-17.5,112.5,-17.5,00N060E
1355,13800,4200,117.5,-17.5,117.5,-17.5,00N060E
1356,15013,4196,122.55416716712315,-17.4791668065,122.5,-17.5,00N060E
1357,16305,4096,127.93750054352515,-17.0625001365,127.5,-17.5,00N060E
1358,17399,4200,132.49583391332683,-17.4958334733,132.5,-17.5,00N060E
1359,18599,4377,137.49583395332868,-18.2333334792,137.5,-17.5,00N060E
1360,19800,4199,142.5000006600305,-17.491666806599998,142.5,-17.5,00N060E
1361,21000,4200,147.5,-17.5,147.5,-17.5,00N060E
1362,22200,4200,152.5,-17.5,152.5,-17.5,00N060E
1363,23400,4200,157.5,-17.5,157.5,-17.5,00N060E
1364,24600,4200,162.5,-17.5,162.5,-17.5,00N060E
1365,25784,4209,167.43333419283974,-17.5333334736,167.5,-17.5,00N060E
1366,27000,4200,172.5,-17.5,172.5,-17.5,00N060E
1367,28102,4078,177.0916676034433,-16.9875001359,177.5,-17.5,00N060E
1368,600,5400,-177.5,-22.5,-177.5,-22.5,00N180W
1369,1800,5400,-172.5,-22.5,-172.5,-22.5,00N180W
1370,3000,5400,-167.5,-22.5,-167.5,-22.5,00N180W
1371,4200,5400,-162.5,-22.5,-162.5,-22.5,00N180W
1372,5403,5404,-157.48749981989167,-22.512500180099998,-157.5,-22.5,00N180W
1373,6601,5399,-152.49583311328982,-22.491666846599998,-152.5,-22.5,00N180W
1374,7800,5400,-147.5,-22.5,-147.5,-22.5,00N180W
1375,9000,5400,-142.5,-22.5,-142.5,-22.5,00N180W
1376,10200,5400,-137.5,-22.5,-137.5,-22.5,00N180W
1377,11400,5400,-132.5,-22.5,-132.5,-22.5,00N180W
1378,12600,5400,-127.5,-22.5,-127.5,-22.5,00N180W
1379,13800,5400,-122.5,-22.5,-122.5,-22.5,00N180W
1380,15000,5400,-117.5,-22.5,-117.5,-22.5,00N180W
1381,16200,5400,-112.5,-22.5,-112.5,-22.5,00N180W
1382,17400,5400,-107.5,-22.5,-107.5,-22.5,00N180W
1383,18600,5400,-102.5,-22.5,-102.5,-22.5,00N180W
1384,19800,5400,-97.5,-22.5,-97.5,-22.5,00N180W
1385,21000,5400,-92.5,-22.5,-92.5,-22.5,00N180W
1386,22200,5400,-87.5,-22.5,-87.5,-22.5,00N180W
1387,23400,5400,-82.5,-22.5,-82.5,-22.5,00N180W
1388,24600,5400,-77.5,-22.5,-77.5,-22.5,00N180W
1389,25800,5400,-72.5,-22.5,-72.5,-22.5,00N180W
1390,26976,5365,-67.59999910075838,-22.3500001788,-67.5,-22.5,00N180W
1391,28235,5404,-62.35416572545644,-22.512500180099998,-62.5,-22.5,00N180W
1392,592,5424,-57.53333331359909,-22.5958335141,-57.5,-22.5,00N060W
1393,1661,5323,-53.07916661129744,-22.175000177399998,-52.5,-22.5,00N060W
1394,2941,5214,-47.745833235295464,-21.7208335071,-47.5,-22.5,00N060W
1395,4353,5572,-41.86249985489329,-23.212500185699998,-42.5,-22.5,00N060W
1396,5400,5400,-37.5,-22.5,-37.5,-22.5,00N060W
1397,6600,5400,-32.5,-22.5,-32.5,-22.5,00N060W
1398,7800,5400,-27.5,-22.5,-27.5,-22.5,00N060W
1399,9000,5400,-22.5,-22.5,-22.5,-22.5,00N060W
1400,10200,5400,-17.5,-22.5,-17.5,-22.5,00N060W
1401,11400,5400,-12.5,-22.5,-12.5,-22.5,00N060W
1402,12600,5400,-7.5,-22.5,-7.5,-22.5,00N060W
1403,13800,5400,-2.5,-22.5,-2.5,-22.5,00N060W
1404,15000,5400,2.5,-22.5,2.5,-22.5,00N060W
1405,16200,5400,7.5,-22.5,7.5,-22.5,00N060W
1406,17400,5400,12.5,-22.5,12.5,-22.5,00N060W
1407,18781,5271,18.254167292728965,-21.958333509,17.5,-22.5,00N060W
1408,19800,5400,22.500000660030537,-22.4958335133,22.5,-22.5,00N060W
1409,21000,5322,27.500000700032388,-22.1708335107,27.5,-22.5,00N060W
1410,22218,5399,32.575000740634266,-22.491666846599998,32.5,-22.5,00N060W
1411,23400,5400,37.5,-22.5,37.5,-22.5,00N060W
1412,24589,5403,42.45416748633792,-22.5083335134,42.5,-22.5,00N060W
1413,25982,5515,48.25833419944007,-22.9750001838,47.5,-22.5,00N060W
1414,27000,5400,52.5,-22.5,52.5,-22.5,00N060W
1415,28200,5400,57.5,-22.5,57.5,-22.5,00N060W
1416,600,5400,62.5,-22.5,62.5,-22.5,00N060E
1417,1800,5400,67.5,-22.5,67.5,-22.5,00N060E
1418,3000,5400,72.5,-22.5,72.5,-22.5,00N060E
1419,4200,5400,77.5,-22.5,77.5,-22.5,00N060E
1420,5400,5400,82.5,-22.5,82.5,-22.5,00N060E
1421,6600,5400,87.5,-22.5,87.5,-22.5,00N060E
1422,7800,5400,92.5,-22.5,92.5,-22.5,00N060E
1423,9000,5400,97.5,-22.5,97.5,-22.5,00N060E
1424,10200,5400,102.5,-22.5,102.5,-22.5,00N060E
1425,11400,5400,107.5,-22.5,107.5,-22.5,00N060E
1426,12600,5400,112.5,-22.5,112.5,-22.5,00N060E
1427,13829,5384,117.62083379432133,-22.4291668461,117.5,-22.5,00N060E
1428,14973,5356,122.38750049912309,-22.3125001785,122.5,-22.5,00N060E
1429,16199,5631,127.49583387332498,-23.458333521,127.5,-22.5,00N060E
1430,17418,5374,132.57500058062683,-22.387500179099998,132.5,-22.5,00N060E
1431,18600,5400,137.5,-22.5,137.5,-22.5,00N060E
1432,19798,5400,142.4916673266305,-22.4958335133,142.5,-22.5,00N060E
1433,20966,5398,147.3583340322323,-22.4875001799,147.5,-22.5,00N060E
1434,22200,5399,152.5000007400342,-22.491666846599998,152.5,-22.5,00N060E
1435,23400,5400,157.5,-22.5,157.5,-22.5,00N060E
1436,24600,5400,162.5,-22.5,162.5,-22.5,00N060E
1437,25813,5377,167.5541675271398,-22.4000001792,167.5,-22.5,00N060E
1438,27000,5400,172.5000009000416,-22.4958335133,172.5,-22.5,00N060E
1439,28200,5400,177.5,-22.5,177.5,-22.5,00N060E
1440,600,6600,-177.5,-27.5,-177.5,-27.5,00N180W
1441,1800,6600,-172.5,-27.5,-172.5,-27.5,00N180W
1442,3000,6600,-167.5,-27.5,-167.5,-27.5,00N180W
1443,4200,6600,-162.5,-27.5,-162.5,-27.5,00N180W
1444,5400,6600,-157.5,-27.5,-157.5,-27.5,00N180W
1445,6600,6600,-152.5,-27.5,-152.5,-27.5,00N180W
1446,7800,6600,-147.5,-27.5,-147.5,-27.5,00N180W
1447,9000,6600,-142.5,-27.5,-142.5,-27.5,00N180W
1448,10200,6600,-137.5,-27.5,-137.5,-27.5,00N180W
1449,11400,6600,-132.5,-27.5,-132.5,-27.5,00N180W
1450,12600,6600,-127.5,-27.5,-127.5,-27.5,00N180W
1451,13800,6600,-122.5,-27.5,-122.5,-27.5,00N180W
1452,15000,6600,-117.5,-27.5,-117.5,-27.5,00N180W
1453,16200,6600,-112.5,-27.5,-112.5,-27.5,00N180W
1454,17400,6600,-107.5,-27.5,-107.5,-27.5,00N180W
1455,18600,6600,-102.5,-27.5,-102.5,-27.5,00N180W
1456,19800,6600,-97.5,-27.5,-97.5,-27.5,00N180W
1457,21000,6600,-92.5,-27.5,-92.5,-27.5,00N180W
1458,22200,6600,-87.5,-27.5,-87.5,-27.5,00N180W
1459,23400,6600,-82.5,-27.5,-82.5,-27.5,00N180W
1460,24600,6600,-77.5,-27.5,-77.5,-27.5,00N180W
1461,25800,6600,-72.5,-27.5,-72.5,-27.5,00N180W
1462,27027,6661,-67.3874990990583,-27.750000222,-67.5,-27.5,00N180W
1463,28161,6608,-62.662499061256554,-27.5291668869,-62.5,-27.5,00N180W
1464,544,6622,-57.73333331519916,-27.5875002207,-57.5,-27.5,00N060W
1465,1979,6422,-51.75416660069695,-26.754166880699998,-52.5,-27.5,00N060W
1466,3010,6599,-47.45833323299536,-27.491666886599997,-47.5,-27.5,00N060W
1467,4200,6600,-42.5,-27.5,-42.5,-27.5,00N060W
1468,5400,6600,-37.5,-27.5,-37.5,-27.5,00N060W
1469,6600,6600,-32.5,-27.5,-32.5,-27.5,00N060W
1470,7800,6600,-27.5,-27.5,-27.5,-27.5,00N060W
1471,9000,6600,-22.5,-27.5,-22.5,-27.5,00N060W
1472,10200,6600,-17.5,-27.5,-17.5,-27.5,00N060W
1473,11400,6600,-12.5,-27.5,-12.5,-27.5,00N060W
1474,12600,6600,-7.5,-27.5,-7.5,-27.5,00N060W
1475,13800,6600,-2.5,-27.5,-2.5,-27.5,00N060W
1476,15000,6600,2.5,-27.5,2.5,-27.5,00N060W
1477,16200,6600,7.5,-27.5,7.5,-27.5,00N060W
1478,17400,6600,12.5,-27.5,12.5,-27.5,00N060W
1479,18410,6777,16.708333947028393,-28.2333335592,17.5,-27.5,00N060W
1480,19811,6627,22.545833993730554,-27.608333554199998,22.5,-27.5,00N060W
1481,21087,6642,27.862500702932522,-27.6708335547,27.5,-27.5,00N060W
1482,22371,6682,33.2125007457345,-27.837500222699997,32.5,-27.5,00N060W
1483,23400,6600,37.5,-27.5,37.5,-27.5,00N060W
1484,24600,6600,42.5,-27.5,42.5,-27.5,00N060W
1485,25800,6600,47.5,-27.5,47.5,-27.5,00N060W
1486,27000,6600,52.5,-27.5,52.5,-27.5,00N060W
1487,28200,6600,57.5,-27.5,57.5,-27.5,00N060W
1488,600,6600,62.5,-27.5,62.5,-27.5,00N060E
1489,1800,6600,67.5,-27.5,67.5,-27.5,00N060E
1490,3000,6600,72.5,-27.5,72.5,-27.5,00N060E
1491,4200,6600,77.5,-27.5,77.5,-27.5,00N060E
1492,5400,6600,82.5,-27.5,82.5,-27.5,00N060E
1493,6600,6600,87.5,-27.5,87.5,-27.5,00N060E
1494,7800,6600,92.5,-27.5,92.5,-27.5,00N060E
1495,9000,6600,97.5,-27.5,97.5,-27.5,00N060E
1496,10200,6600,102.5,-27.5,102.5,-27.5,00N060E
1497,11400,6600,107.5,-27.5,107.5,-27.5,00N060E
1498,12600,6600,112.5,-27.5,112.5,-27.5,00N060E
1499,13791,6602,117.46250045972127,-27.5041668867,117.5,-27.5,00N060E
1500,15005,6590,122.52083383352314,-27.454166886299998,122.5,-27.5,00N060E
1501,16200,6600,127.5,-27.5,127.5,-27.5,00N060E
1502,17235,6435,131.81250057452658,-26.8083335478,132.5,-27.5,00N060E
1503,18600,6600,137.5,-27.5,137.5,-27.5,00N060E
1504,19603,6395,141.67916732013023,-26.6416668798,142.5,-27.5,00N060E
1505,21079,6564,147.8291673693325,-27.3458335521,147.5,-27.5,00N060E
1506,22024,6785,151.76666740083394,-28.2666668928,152.5,-27.5,00N060E
1507,23400,6600,157.5,-27.5,157.5,-27.5,00N060E
1508,24600,6600,162.5,-27.5,162.5,-27.5,00N060E
1509,25800,6600,167.5,-27.5,167.5,-27.5,00N060E
1510,27000,6600,172.5,-27.5,172.5,-27.5,00N060E
1511,28200,6600,177.5,-27.5,177.5,-27.5,00N060E
1512,600,7800,-177.5,-32.5,-177.5,-32.5,00N180W
1513,1800,7800,-172.5,-32.5,-172.5,-32.5,00N180W
1514,3000,7800,-167.5,-32.5,-167.5,-32.5,00N180W
1515,4200,7800,-162.5,-32.5,-162.5,-32.5,00N180W
1516,5400,7800,-157.5,-32.5,-157.5,-32.5,00N180W
1517,6600,7800,-152.5,-32.5,-152.5,-32.5,00N180W
1518,7800,7800,-147.5,-32.5,-147.5,-32.5,00N180W
1519,9000,7800,-142.5,-32.5,-142.5,-32.5,00N180W
1520,10200,7800,-137.5,-32.5,-137.5,-32.5,00N180W
1521,11400,7800,-132.5,-32.5,-132.5,-32.5,00N180W
1522,12600,7800,-127.5,-32.5,-127.5,-32.5,00N180W
1523,13800,7800,-122.5,-32.5,-122.5,-32.5,00N180W
1524,15000,7800,-117.5,-32.5,-117.5,-32.5,00N180W
1525,16200,7800,-112.5,-32.5,-112.5,-32.5,00N180W
1526,17400,7800,-107.5,-32.5,-107.5,-32.5,00N180W
1527,18600,7800,-102.5,-32.5,-102.5,-32.5,00N180W
1528,19800,7800,-97.5,-32.5,-97.5,-32.5,00N180W
1529,21000,7800,-92.5,-32.5,-92.5,-32.5,00N180W
1530,22200,7800,-87.5,-32.5,-87.5,-32.5,00N180W
1531,23400,7800,-82.5,-32.5,-82.5,-32.5,00N180W
1532,24600,7800,-77.5,-32.5,-77.5,-32.5,00N180W
1533,25791,7795,-72.53749914026021,-32.4750002598,-72.5,-32.5,00N180W
1534,27010,7784,-67.45833243295833,-32.4291669261,-67.5,-32.5,00N180W
1535,28223,7725,-62.40416572585646,-32.1833335908,-62.5,-32.5,00N180W
1536,560,7906,-57.666666647999136,-32.9375002635,-57.5,-32.5,00N060W
1537,1888,7880,-52.13333327039709,-32.8291669293,-52.5,-32.5,00N060W
1538,3000,7800,-47.5,-32.5,-47.5,-32.5,00N060W
1539,4200,7800,-42.5,-32.5,-42.5,-32.5,00N060W
1540,5400,7800,-37.5,-32.5,-37.5,-32.5,00N060W
1541,6600,7800,-32.5,-32.5,-32.5,-32.5,00N060W
1542,7800,7800,-27.5,-32.5,-27.5,-32.5,00N060W
1543,9000,7800,-22.5,-32.5,-22.5,-32.5,00N060W
1544,10200,7800,-17.5,-32.5,-17.5,-32.5,00N060W
1545,11400,7800,-12.5,-32.5,-12.5,-32.5,00N060W
1546,12600,7800,-7.5,-32.5,-7.5,-32.5,00N060W
1547,13800,7800,-2.5,-32.5,-2.5,-32.5,00N060W
1548,15000,7800,2.5,-32.5,2.5,-32.5,00N060W
1549,16200,7800,7.5,-32.5,7.5,-32.5,00N060W
1550,17400,7800,12.5,-32.5,12.5,-32.5,00N060W
1551,18570,7782,17.37500061902864,-32.4208335927,17.5,-32.5,00N060W
1552,19735,7697,22.229167324530437,-32.066666923199996,22.5,-32.5,00N060W
1553,21165,7976,28.187500705532642,-33.2291669325,27.5,-32.5,00N060W
1554,22200,7800,32.5,-32.5,32.5,-32.5,00N060W
1555,23400,7800,37.5,-32.5,37.5,-32.5,00N060W
1556,24600,7800,42.5,-32.5,42.5,-32.5,00N060W
1557,25800,7800,47.5,-32.5,47.5,-32.5,00N060W
1558,27000,7800,52.5,-32.5,52.5,-32.5,00N060W
1559,28200,7800,57.5,-32.5,57.5,-32.5,00N060W
1560,600,7800,62.5,-32.5,62.5,-32.5,00N060E
1561,1800,7800,67.5,-32.5,67.5,-32.5,00N060E
1562,3000,7800,72.5,-32.5,72.5,-32.5,00N060E
1563,4200,7800,77.5,-32.5,77.5,-32.5,00N060E
1564,5400,7800,82.5,-32.5,82.5,-32.5,00N060E
1565,6600,7800,87.5,-32.5,87.5,-32.5,00N060E
1566,7800,7800,92.5,-32.5,92.5,-32.5,00N060E
1567,9000,7800,97.5,-32.5,97.5,-32.5,00N060E
1568,10200,7800,102.5,-32.5,102.5,-32.5,00N060E
1569,11400,7800,107.5,-32.5,107.5,-32.5,00N060E
1570,12600,7800,112.5,-32.5,112.5,-32.5,00N060E
1571,13879,7828,117.8291671293214,-32.6125002609,117.5,-32.5,00N060E
1572,14995,7628,122.47916716652313,-31.7791669209,122.5,-32.5,00N060E
1573,16200,7800,127.50000054002498,-32.4958335933,127.5,-32.5,00N060E
1574,17379,7895,132.4125005793268,-32.891666929799996,132.5,-32.5,00N060E
1575,18572,7759,137.38333395242861,-32.3250002586,137.5,-32.5,00N060E
1576,19810,7812,142.54166732703052,-32.545833593699996,142.5,-32.5,00N060E
1577,20953,7790,147.30416736513232,-32.4541669263,147.5,-32.5,00N060E
1578,22294,7856,152.89166740983435,-32.7291669285,152.5,-32.5,00N060E
1579,23400,7800,157.5,-32.5,157.5,-32.5,00N060E
1580,24600,7800,162.5,-32.5,162.5,-32.5,00N060E
1581,25800,7800,167.5,-32.5,167.5,-32.5,00N060E
1582,27000,7800,172.5,-32.5,172.5,-32.5,00N060E
1583,28200,7800,177.5,-32.5,177.5,-32.5,00N060E
1584,600,9000,-177.5,-37.5,-177.5,-37.5,00N180W
1585,1800,9000,-172.5,-37.5,-172.5,-37.5,00N180W
1586,3000,9000,-167.5,-37.5,-167.5,-37.5,00N180W
1587,4200,9000,-162.5,-37.5,-162.5,-37.5,00N180W
1588,5400,9000,-157.5,-37.5,-157.5,-37.5,00N180W
1589,6600,9000,-152.5,-37.5,-152.5,-37.5,00N180W
1590,7800,9000,-147.5,-37.5,-147.5,-37.5,00N180W
1591,9000,9000,-142.5,-37.5,-142.5,-37.5,00N180W
1592,10200,9000,-137.5,-37.5,-137.5,-37.5,00N180W
1593,11400,9000,-132.5,-37.5,-132.5,-37.5,00N180W
1594,12600,9000,-127.5,-37.5,-127.5,-37.5,00N180W
1595,13800,9000,-122.5,-37.5,-122.5,-37.5,00N180W
1596,15000,9000,-117.5,-37.5,-117.5,-37.5,00N180W
1597,16200,9000,-112.5,-37.5,-112.5,-37.5,00N180W
1598,17400,9000,-107.5,-37.5,-107.5,-37.5,00N180W
1599,18600,9000,-102.5,-37.5,-102.5,-37.5,00N180W
1600,19800,9000,-97.5,-37.5,-97.5,-37.5,00N180W
1601,21000,9000,-92.5,-37.5,-92.5,-37.5,00N180W
1602,22200,9000,-87.5,-37.5,-87.5,-37.5,00N180W
1603,23400,9000,-82.5,-37.5,-82.5,-37.5,00N180W
1604,24600,9000,-77.5,-37.5,-77.5,-37.5,00N180W
1605,25921,9106,-71.99583246926001,-37.9375003035,-72.5,-37.5,00N180W
1606,27019,8991,-67.42083243265832,-37.458333633,-67.5,-37.5,00N180W
1607,28175,8976,-62.60416572745653,-37.3958336325,-62.5,-37.5,00N180W
1608,583,8913,-57.5708333138991,-37.1333336304,-57.5,-37.5,00N060W
1609,1800,9000,-52.5,-37.5,-52.5,-37.5,00N060W
1610,3000,9000,-47.5,-37.5,-47.5,-37.5,00N060W
1611,4200,9000,-42.5,-37.5,-42.5,-37.5,00N060W
1612,5400,9000,-37.5,-37.5,-37.5,-37.5,00N060W
1613,6600,9000,-32.5,-37.5,-32.5,-37.5,00N060W
1614,7800,9000,-27.5,-37.5,-27.5,-37.5,00N060W
1615,9000,9000,-22.5,-37.5,-22.5,-37.5,00N060W
1616,10200,9000,-17.5,-37.5,-17.5,-37.5,00N060W
1617,11391,9014,-12.537499620282432,-37.5541669671,-12.5,-37.5,00N060W
1618,12600,9000,-7.5,-37.5,-7.5,-37.5,00N060W
1619,13800,9000,-2.5,-37.5,-2.5,-37.5,00N060W
1620,15000,9000,2.5,-37.5,2.5,-37.5,00N060W
1621,16200,9000,7.5,-37.5,7.5,-37.5,00N060W
1622,17400,9000,12.5,-37.5,12.5,-37.5,00N060W
1623,18600,9000,17.5,-37.5,17.5,-37.5,00N060W
1624,19800,9000,22.5,-37.5,22.5,-37.5,00N060W
1625,21000,9000,27.5,-37.5,27.5,-37.5,00N060W
1626,22200,9000,32.5,-37.5,32.5,-37.5,00N060W
1627,23400,9000,37.5,-37.5,37.5,-37.5,00N060W
1628,24600,9000,42.5,-37.5,42.5,-37.5,00N060W
1629,25800,9000,47.5,-37.5,47.5,-37.5,00N060W
1630,27000,9000,52.5,-37.5,52.5,-37.5,00N060W
1631,28200,9000,57.5,-37.5,57.5,-37.5,00N060W
1632,600,9000,62.5,-37.5,62.5,-37.5,00N060E
1633,1800,9000,67.5,-37.5,67.5,-37.5,00N060E
1634,3000,9000,72.5,-37.5,72.5,-37.5,00N060E
1635,4200,9000,77.5,-37.5,77.5,-37.5,00N060E
1636,5400,9000,82.5,-37.5,82.5,-37.5,00N060E
1637,6600,9000,87.5,-37.5,87.5,-37.5,00N060E
