nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.167500019073486328e+00,1.314375013113021851e+00,1.503593765199184418e+00,1.660898467525839806e+00,1.457724635954946280e+00,1.609431163757108152e+00,1.429857794515555725e+00,1.247464464126096573e+00,1.181866090997573338e+00,9.304665132126501703e-01,1.110116625918976752e+00,1.012529155883697740e+00,8.681322836065064052e-01,5.870330831205787803e-01,4.617582758465395010e-01,4.629395728359367856e-01,4.757348926129377764e-01,4.764337249413738151e-01,4.316084312353434260e-01,3.929021042325572255e-01,3.682255367869753382e-01,4.045563841967438345e-01,5.011390871084893117e-01,5.352847831020048908e-01,5.663212005438728047e-01,6.240803019241075722e-01,7.735200528312619062e-01,1.213379994134329287e+00,1.427095007176255814e+00,8.842737404691813907e-01,1.038568430348923766e+00,9.946421367935068814e-01,6.811605389667483301e-01,6.602901442784302466e-01,7.275725360696075894e-01,9.343931316332161341e-01,1.071098296319349163e+00,5.377745699075121566e-01,5.069436448610638024e-01,7.442359183678233236e-01,6.460589581342837118e-01,9.965147180758988643e-01,1.416628668790138601e+00,1.164157169581720552e+00,1.123539273321943810e+00,1.090884805813510550e+00,7.827212217189568610e-01,7.306803167546217503e-01,6.726700738242373800e-01,7.531675268007096413e-01,9.432918918329670221e-01,6.733229580570805339e-01,6.708307222289231486e-01,7.702076722125805741e-01,7.600519132847736170e-01,7.350129652081716092e-01,6.362532269969281007e-01,5.890632990006281489e-01,6.472658396513182311e-01,7.493164658732940353e-01,8.873291194485557476e-01,7.443322733056280116e-01,5.710830587896638111e-01,7.202707503923011512e-01,8.375676715048212539e-01,7.743919154920195780e-01,1.063597983641376477e+00,1.073399500678715590e+00,8.133498769578182408e-01,7.158374722196867435e-01,6.814593656707359504e-01,7.772398438018697231e-01
4.375000074505805969e-01,4.443750102072954178e-01,4.260937650687992573e-01,4.965234493138268590e-01,4.716308587521780282e-01,6.029077289931592532e-01,8.907269566861941712e-01,8.576817445359665726e-01,9.944204373260845387e-01,1.133605099794777971e+00,1.050901243358232540e+00,9.377253078593257296e-01,8.744313275608779357e-01,9.111078271218480129e-01,8.052769722776695893e-01,6.688192442615102928e-01,6.722048062970059634e-01,7.155512158793662092e-01,7.263878033737951601e-01,6.840969484592629435e-01,6.410242359227228404e-01,6.677560667292845586e-01,8.394390309874358858e-01,1.002359761919183967e+00,1.003089938095610201e+00,1.033272498232970849e+00,8.358181400554502982e-01,6.039545457426986896e-01,5.234886462704410048e-01,3.758721588854012086e-01,3.739680409134432115e-01,3.234920069501053264e-01,2.908730026315959893e-01,2.977182521480151167e-01,3.144295651231663324e-01,3.061073903867219115e-01,3.665268467026108201e-01,4.366317179341404620e-01,4.041579312716744865e-01,3.485394777515238296e-01,4.221348703319506290e-01,3.980337217553128193e-01,3.845084343131300875e-01,3.936271079822361019e-01,3.834067734192803667e-01,3.733516969310987643e-01,3.783379206564960184e-01,3.645844908929600781e-01,3.611461334520760791e-01,3.752865372373209163e-01,4.113216295409586332e-01,4.153304073852396305e-01,3.913325958858454579e-01,3.803331477793684412e-01,3.800832833685634515e-01,3.650208315709769225e-01,3.587552135551854704e-01,3.571888016006570243e-01,3.742972042744661665e-01,4.035743034528023188e-01,4.208935761612238036e-01,4.077233961264685180e-01,4.169308466474313524e-01,4.492327104697649287e-01,4.848081800016270093e-01,4.737020515569176915e-01,4.509255161674848855e-01,5.002313820221034879e-01,5.550578526580832728e-01,5.062644628664976221e-01,4.765661172067405249e-01,4.585165353366554286e-01
3.125000000000000000e-01,2.906250059604644775e-01,2.676562517881393433e-01,2.819140665233135223e-01,2.929785205051302910e-01,2.632446277420967262e-01,2.183111605118028542e-01,2.295777908730087802e-01,2.623944459301128518e-01,3.730986013497386011e-01,3.857746396085985907e-01,4.264436581140103044e-01,5.491109246612921879e-01,7.222777246088121217e-01,9.330694287680172394e-01,1.013267373285258177e+00,9.733168421292216488e-01,1.010829223645327346e+00,9.727073345215613287e-01,8.681768336303903322e-01,9.095442036392260565e-01,8.123860592544567272e-01,8.580965160057070218e-01,7.282741382401467511e-01,4.108185399244547176e-01,3.027046379613459459e-01,2.931761606824293542e-01,2.607940401706073663e-01,2.401985107877099013e-01,2.175496302301249130e-01,2.368874123259028242e-01,2.642218587439170152e-01,2.710554628978398828e-01,2.477638617011464484e-01,2.244409669154027176e-01,2.361102414308274555e-01,2.365275624438694657e-01,2.341318950813157662e-01,2.035329695980038212e-01,2.558832406113615843e-01,3.014708146231887542e-01,3.378676991854488443e-01,3.419669250943854211e-01,3.154917354459214618e-01,2.813729270069462163e-01,2.903432305596436169e-01,2.950858115142128146e-01,2.912714466200654884e-01,3.128178562905983284e-01,3.382044619864870150e-01,2.995511190729004403e-01,3.448877830464806005e-01,4.087219436754576107e-01,3.421804954556075806e-01,3.155451280362270294e-01,3.388862799228942180e-01,3.722215714708396739e-01,3.555553883973615603e-01,3.713888459072475223e-01,4.103472141590208677e-01,4.225868038377784686e-01,4.406467018535142888e-01,4.176616653305889604e-01,4.019154082860202370e-01,3.929788487932496244e-01,4.057447020655228220e-01,4.864361585290569723e-01,4.591090306915675545e-01,3.747772481361487662e-01,3.286943039874101746e-01,3.846735706324345139e-01,3.592933950422944056e-01
3.250000067055225372e-01,2.287499988451600075e-01,1.971875003073364496e-01,2.342968774610199034e-01,2.685742239846149459e-01,2.521435509297589306e-01,2.480358826660449267e-01,2.145089705174996197e-01,1.836272453115839198e-01,1.934068159472559501e-01,2.208517071160578937e-01,2.327129288651770822e-01,2.656782354945497193e-01,3.114195636420090119e-01,2.903548856950958212e-01,2.650887166554023455e-01,3.062721737994325566e-01,2.815680416617187820e-01,2.978920169719406208e-01,3.044730084153102756e-01,3.261182595544081519e-01,3.665295687629039345e-01,3.491323924887492214e-01,3.297830978241640953e-01,2.799457798204590953e-01,2.474864433159870425e-01,2.493716108289967537e-01,3.073429074756207635e-01,2.543357233671322826e-01,1.510839293516669513e-01,2.002709801027425796e-01,2.125677465158017920e-01,2.181419357348807764e-01,2.495354842317434318e-01,2.873838725480519773e-01,3.618459709682336767e-01,3.154614867815939694e-01,3.563653678210965681e-01,2.940913476177154373e-01,2.860228354143127261e-01,2.865057049792762434e-01,2.766264244566797315e-01,2.866565998556822592e-01,3.166641472817115499e-01,3.016660406947297979e-01,3.454165134519379121e-01,3.713541247867058193e-01,3.453385362630712607e-01,3.863346310855355625e-01,3.790836565792909951e-01,3.797709180191246592e-01,3.674427303988508364e-01,2.918606781293643371e-01,2.379651686382714126e-01,2.294912902224169049e-01,2.448728225556042748e-01,2.637182136855281689e-01,2.784295593818465475e-01,2.971073889513919375e-01,2.967768436615692562e-01,3.066942127035316434e-01,3.066735573482080590e-01,3.016683982777487172e-01,3.229171019536229981e-01,3.607292692299181036e-01,3.226823190956188414e-01,3.231705794758814587e-01,3.982926475511793796e-01,3.320731711265147990e-01,2.905182960598841624e-01,3.101295710347387602e-01,3.437823968192511015e-01
2.549999989569187164e-01,2.262500012293458262e-01,2.040624974761158228e-01,2.510156198986805975e-01,3.227539028885075822e-01,2.781884773612546269e-01,2.595471244067084626e-01,2.998867879562112648e-01,3.024716998202734430e-01,2.306179261471612840e-01,2.426544764703955082e-01,3.206636133061460114e-01,2.426659048166526222e-01,2.581664741180005884e-01,3.970416143571749990e-01,5.642604071655724640e-01,3.885651116261594762e-01,3.283912808867721078e-01,3.320978164964026869e-01,2.655244588924722815e-01,2.688811227697451289e-01,2.597202870999356095e-01,2.424300738611465111e-01,2.381075168261588826e-01,2.320268786104932590e-01,2.705067256130878062e-01,2.851266825953648332e-01,2.212816710213702520e-01,1.403204186494122485e-01,1.700801025761904950e-01,2.300200219187573114e-01,2.200050069698054611e-01,2.325012538286139185e-01,2.781253197156411949e-01,2.470313320150728797e-01,2.517578380701630536e-01,2.479394619017265544e-01,2.944848747141515788e-01,3.486212246390023584e-01,3.821553079478899329e-01,3.530388347355762901e-01,3.407597137502889062e-01,2.301899317158276892e-01,2.675474838230266217e-01,2.618868712537798515e-01,2.454717175154217390e-01,2.863679308689715541e-01,3.240919877836376806e-01,3.385230046945132409e-01,3.546307544518837451e-01,3.186576890600057999e-01,2.496644203278505225e-01,2.399161071681251978e-01,2.849790282821473841e-01,2.912447558784439505e-01,2.903111864364135708e-01,2.575777989932891976e-01,2.618944513874500446e-01,2.604736131448857628e-01,2.876183997099427403e-01,2.644046026096947277e-01,2.836011592950972160e-01,3.059002966783084254e-01,3.114750735735306586e-01,3.528687669032665175e-01,3.069671917258166571e-01,2.367417943551755055e-01,2.416854496318751599e-01,2.329213655372126546e-01,2.507303440665121785e-01,2.901825851225583452e-01,2.812956418475440756e-01
1.900000050663948059e-01,2.225000057369470596e-01,2.831250079907476902e-01,3.032812537858262658e-01,2.808203153836075217e-01,2.202050810810760595e-01,2.275512696742225671e-01,2.393878147363465991e-01,2.148469548761795522e-01,2.587117369309055448e-01,2.221779404912140876e-01,2.530444904872215517e-01,2.357611220257589402e-01,2.189402769301610485e-01,2.797350632720757568e-01,3.574337598575544339e-01,4.893584310236919199e-01,5.923396028385398138e-01,3.730848947491705037e-01,3.657712171307817006e-01,2.889428021965328441e-01,2.597356968238428987e-01,1.724339259941000679e-01,1.506084832866643741e-01,1.976521209706776916e-01,1.544130306897042448e-01,1.386032572998970314e-01,1.521508140269510756e-01,2.155377055929003638e-01,2.263844258021786571e-01,2.365961061525214404e-01,3.016490262401071432e-01,3.079122508975855044e-01,3.419780633204428377e-01,3.254945216415635612e-01,2.913736313044605897e-01,2.953434154257073563e-01,2.063358541544500491e-01,2.165839626445428268e-01,2.741459894690427834e-01,2.660364952810981287e-01,1.865091285886461003e-01,1.641272855744285719e-01,1.835318196054677997e-01,2.908829522191579420e-01,2.677207383528127371e-01,2.294301823530290052e-01,2.323575426080250195e-01,2.480893869931107554e-01,2.320223485364170390e-01,2.680055880281739245e-01,2.820014005833221815e-01,2.905003564043182607e-01,2.751250896971260129e-01,2.437812731693395629e-01,2.134453181433232927e-01,2.133613259595521505e-01,2.258403308938415899e-01,2.439600827234603975e-01,2.509900182966793292e-01,2.427475005508563100e-01,2.031868770748650466e-01,1.832967195667394855e-01,2.008241773584874545e-01,2.327060416574128765e-01,2.556765083281906659e-01,2.639191226116992528e-01,2.509797830371106042e-01,2.802449544019511296e-01,2.750612442629290499e-01,2.587653124068367561e-01,2.121913308584240099e-01
2.250000014901161194e-01,2.362500056624412537e-01,2.190625015646219254e-01,3.122656294144690037e-01,2.280664095887914578e-01,1.895166026952210814e-01,2.098791521639213897e-01,1.774697917662706459e-01,1.943674501767418406e-01,2.110918640343015795e-01,2.327729657105521710e-01,2.456932414276380428e-01,3.039233100588862868e-01,3.284808251305357807e-01,3.046202101569358556e-01,2.911550561155126782e-01,3.427887598565530491e-01,3.831971893680918284e-01,3.282992991301623142e-01,3.170748241864941308e-01,2.742687026193564304e-01,1.785671750587926598e-01,1.846417906354543281e-01,2.011604451256661930e-01,1.702901123244978387e-01,1.950725279321128547e-01,2.012681281087262963e-01,2.053170294939841711e-01,2.363292523071012508e-01,2.465823093514850073e-01,2.441455821062428755e-01,2.610363985067929993e-01,2.452590956033847136e-01,2.213147740498577765e-01,2.553286890421160860e-01,2.713321680882038733e-01,2.028330399358884151e-01,1.882082592389140441e-01,2.245520668958911059e-01,2.286380161279263357e-01,2.121595014987841810e-01,2.480398756727192899e-01,2.945099781568997765e-01,3.261274996056197639e-01,3.265318722191959400e-01,2.816329673097409114e-01,2.729082424234816617e-01,3.057270650762187736e-01,3.039317653749850079e-01,3.034829479002572050e-01,2.683707396572733161e-01,2.595926913218176701e-01,2.498981752146402502e-01,2.799745449957529719e-01,2.899936350568453336e-01,2.724984042938629614e-01,2.981246052457908746e-01,3.220311611462141066e-01,3.005077965450412281e-01,2.976269492852718912e-01,2.669067325529463908e-01,2.792266816481204783e-01,2.073066733922623583e-01,2.243266677520191488e-01,2.035816641067841604e-01,2.108954124504173466e-01,2.102238519205114342e-01,1.875559608939652845e-01,1.568889877647997311e-01,1.492222463451534920e-01,1.823055648645438287e-01,1.918263951649436527e-01
2.325000017881393433e-01,2.256250008940696716e-01,2.314062509685755054e-01,2.278515608049929420e-01,1.969628907972946763e-01,1.742407226993236691e-01,1.660601830590167083e-01,1.490150438276032219e-01,1.772537615529472532e-01,2.093134394941671417e-01,2.273283568933095466e-01,2.568320847529790285e-01,2.867080250625466675e-01,3.091770107359850250e-01,3.522942437432995400e-01,4.330735522931513648e-01,3.407683898614272122e-01,2.701920961242523234e-01,2.525480189646682749e-01,2.331369990787258151e-01,1.832842497696814399e-01,1.808210678068383759e-01,1.852052712730463124e-01,1.713013196809067273e-01,1.253253294731918599e-01,1.413313317722515172e-01,1.728328359232950973e-01,1.757082092788470051e-01,1.614270557469788259e-01,1.778567631916866398e-01,1.969641869236197496e-01,1.917410449427655872e-01,2.054352600435984944e-01,2.388588150108996166e-01,2.497147013685391270e-01,2.524286692326587200e-01,2.506071673081646800e-01,2.576517958503547479e-01,2.419129473234609695e-01,2.479782368308652840e-01,2.544945544393447112e-01,2.011236378647781042e-01,1.827809097642177361e-01,1.781952277390776440e-01,2.945488069347694249e-01,4.786371954752046687e-01,2.871592993158360030e-01,2.267898260210519101e-01,2.291974559092165298e-01,3.197993669575363573e-01,3.174498462097324336e-01,3.118624707911530347e-01,2.854656209760437213e-01,2.838664037538947693e-01,2.684666063028917637e-01,2.571166491915371499e-01,2.442791582745707513e-01,2.135697894196310620e-01,2.183924427355478093e-01,2.220981074056315174e-01,2.055245253612917600e-01,2.213811294031719779e-01,2.303452793705607626e-01,2.175863199916517887e-01,1.993965832761684098e-01,1.948491490972975582e-01,2.037122884664172850e-01,2.009280743517784795e-01,2.202320166507936716e-01,2.150580043117100160e-01,2.512644989917649507e-01,2.759411263870689690e-01
2.199999950826168060e-01,2.050000010058283806e-01,2.037500001024454832e-01,1.934374982374720275e-01,1.558593763475073501e-01,1.489648434908303898e-01,1.622412145979978959e-01,1.530603043945575337e-01,1.682650787808483983e-01,1.870662729734675622e-01,2.192665676473204428e-01,2.348166416138068868e-01,2.337041574232194829e-01,2.709260378656887513e-01,2.952315160229331270e-01,2.488078797507913276e-01,2.222019700867094438e-01,2.205504916276077032e-01,1.826376279732967178e-01,1.606594090794867535e-01,1.626648509287671740e-01,1.631662151163775776e-01,1.482915555672337238e-01,1.345728853155297444e-01,1.436432207328359745e-01,1.759108095045457398e-01,1.789777040152641663e-01,1.572444267488740943e-01,1.668111080283230241e-01,1.767027786462084804e-01,1.891756979398075966e-01,1.772939271671609140e-01,1.718234794076044514e-01,1.904558670206804860e-01,2.101139645199959771e-01,2.225284929181383653e-01,2.281321226334881436e-01,2.445330306583720359e-01,2.411332573665697920e-01,2.452833167258282321e-01,2.763208327577357792e-01,2.515802017819346315e-01,2.153950465711817475e-01,2.388487640269812418e-01,2.922121965201749383e-01,2.580530440636489287e-01,2.745132581846916331e-01,2.236283157382658038e-01,2.234070793816013145e-01,2.483517725276093713e-01,2.920879473042274910e-01,3.105219912964052309e-01,3.126304935027645615e-01,2.431576224816214826e-01,2.057894088986608194e-01,2.039473520756535929e-01,2.009868365287972858e-01,2.227467048108625614e-01,1.831866775438201478e-01,1.782966696839782539e-01,1.945741659308784510e-01,2.036435426748124944e-01,1.834108896920166321e-01,1.708527224230041441e-01,1.677131806057510222e-01,1.519282982806816062e-01,1.229820754642400593e-01,1.607455215482690158e-01,1.701863793439859773e-01,2.000465973691938903e-01,2.300116490442752903e-01,2.425029062633514421e-01
