Date,Morocco,Oriental,Tanger-Tétouan-Al Hoceima,Fès-Meknès,Beni Mellal-Khénifra,Rabat-Salé-Kénitra,Casablanca-Settat,Marrakech-Safi,Draa-Tafilalet,Souss-Massa,Guelmim-Oued Noun,Laayoune-Sakia-El-Hamra,Dakhla-Oued Ed-Dahab
2014-12-31,1070654.7255537522,129823.10005472881,98552.12370776525,96409.4499523047,64464.766886612546,98885.34837665613,148462.41968628307,107120.56029300274,67525.001641298,75940.72466412524,31896.024397045232,91029.40339819297,60545.80249573752
2015-12-31,1106847.0287865445,130170.96738665017,107412.98261092984,98070.89752127061,67646.34238389671,101930.28887718143,162219.34947017956,109743.046289626,67956.21008863524,76880.2497575331,32571.32536487911,88830.3541434362,63415.01489232656
2016-12-31,1062149.3865152712,126034.12485170527,113830.59231067254,101891.81632415307,68764.29736078766,108820.71886114097,163733.95175209126,110492.74427978398,59081.20131961919,72078.23923853367,27645.958626778298,69204.25099562987,40571.490594375326
2017-12-31,1699682.9552173768,187886.94259497983,139317.05615137235,140904.53798195618,96070.63707744161,132563.5661712246,191286.15190347575,148964.32012710997,136087.22720312042,118555.0105182727,66339.50685777559,192197.3097986729,149510.68883197487
2018-12-31,1615988.093616746,178596.8518330545,143072.75116868873,132434.00682501032,91510.73220100404,130616.0903777188,187402.8748246067,140509.01494924634,125761.90056957529,112956.5393892482,61128.467905251586,176050.23055314014,135948.63302020114
2019-12-31,1574747.1735170465,178152.09924927552,149468.14371837888,136680.44222918575,92341.29946404057,140655.0640756752,203445.1111359614,142925.4304843193,113802.90468769184,107164.5186087309,53113.013214939965,147815.0790148019,109184.06763404519
2020-12-31,1843377.2786925728,196541.19095632844,147278.03541290975,149173.41188238186,102365.09572500357,149957.2627547925,217573.38614923507,153205.84401660142,145936.67276229992,131032.60129801159,71734.77541836891,213391.27799290398,165187.7243237357
